               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 336,            0.023833,            0.010235,                   0,             0.99996,                   1,               0.995,             0.84669,            0.010249,            0.006232,                   0,           0.0017087,           0.0017087,           0.0017087
                 337,             0.02139,           0.0085499,                   0,             0.99996,                   1,               0.995,             0.84669,            0.010249,            0.006232,                   0,            0.001684,            0.001684,            0.001684
                 338,            0.022424,            0.009112,                   0,             0.99996,                   1,               0.995,             0.84669,            0.010249,            0.006232,                   0,           0.0016592,           0.0016592,           0.0016592
                 339,            0.019564,           0.0080837,                   0,             0.99999,                   1,               0.995,             0.84978,           0.0091315,           0.0060613,                   0,           0.0016345,           0.0016345,           0.0016345
                 340,            0.024338,           0.0096933,                   0,             0.99999,                   1,               0.995,             0.84978,           0.0091315,           0.0060613,                   0,           0.0016097,           0.0016097,           0.0016097
                 341,            0.020742,            0.013511,                   0,             0.99999,                   1,               0.995,             0.84978,           0.0091315,           0.0060613,                   0,            0.001585,            0.001585,            0.001585
                 342,             0.01923,           0.0098065,                   0,             0.99995,                   1,               0.995,             0.85685,           0.0085255,           0.0059325,                   0,           0.0015602,           0.0015602,           0.0015602
                 343,            0.024337,           0.0093823,                   0,             0.99995,                   1,               0.995,             0.85685,           0.0085255,           0.0059325,                   0,           0.0015355,           0.0015355,           0.0015355
                 344,            0.017529,            0.010596,                   0,             0.99994,                   1,               0.995,             0.87952,           0.0082414,           0.0059187,                   0,           0.0015107,           0.0015107,           0.0015107
                 345,            0.017325,           0.0095106,                   0,             0.99994,                   1,               0.995,             0.87952,           0.0082414,           0.0059187,                   0,            0.001486,            0.001486,            0.001486
                 346,            0.020409,           0.0092184,                   0,             0.99994,                   1,               0.995,             0.87952,           0.0082414,           0.0059187,                   0,           0.0014612,           0.0014612,           0.0014612
                 347,            0.020713,           0.0095842,                   0,             0.99998,                   1,               0.995,               0.845,           0.0083279,           0.0059685,                   0,           0.0014365,           0.0014365,           0.0014365
                 348,            0.022451,           0.0069266,                   0,             0.99998,                   1,               0.995,               0.845,           0.0083279,           0.0059685,                   0,           0.0014117,           0.0014117,           0.0014117
                 349,            0.021403,            0.010306,                   0,             0.99998,                   1,               0.995,               0.845,           0.0083279,           0.0059685,                   0,            0.001387,            0.001387,            0.001387
                 350,            0.021781,           0.0093201,                   0,             0.99997,                   1,               0.995,             0.86986,           0.0084617,           0.0059903,                   0,           0.0013622,           0.0013622,           0.0013622
                 351,            0.018839,            0.010012,                   0,             0.99997,                   1,               0.995,             0.86986,           0.0084617,           0.0059903,                   0,           0.0013375,           0.0013375,           0.0013375
                 352,            0.022155,            0.011785,                   0,             0.99994,                   1,               0.995,             0.86611,           0.0088196,           0.0061001,                   0,           0.0013128,           0.0013128,           0.0013128
                 353,            0.018547,            0.009745,                   0,             0.99994,                   1,               0.995,             0.86611,           0.0088196,           0.0061001,                   0,            0.001288,            0.001288,            0.001288
                 354,            0.019351,            0.013344,                   0,             0.99994,                   1,               0.995,             0.86611,           0.0088196,           0.0061001,                   0,           0.0012633,           0.0012633,           0.0012633
                 355,            0.023439,            0.010629,                   0,             0.99999,                   1,               0.995,             0.87098,           0.0086902,           0.0061533,                   0,           0.0012385,           0.0012385,           0.0012385
                 356,            0.014164,            0.009091,                   0,             0.99999,                   1,               0.995,             0.87098,           0.0086902,           0.0061533,                   0,           0.0012138,           0.0012138,           0.0012138
                 357,            0.020565,           0.0094892,                   0,             0.99999,                   1,               0.995,             0.87098,           0.0086902,           0.0061533,                   0,            0.001189,            0.001189,            0.001189
                 358,            0.021367,            0.009081,                   0,             0.99999,                   1,               0.995,               0.872,           0.0090757,           0.0061604,                   0,           0.0011643,           0.0011643,           0.0011643
                 359,             0.01929,             0.01064,                   0,             0.99999,                   1,               0.995,               0.872,           0.0090757,           0.0061604,                   0,           0.0011395,           0.0011395,           0.0011395
                 360,            0.021366,            0.011173,                   0,             0.99994,                   1,               0.995,             0.87223,           0.0091583,           0.0061323,                   0,           0.0011148,           0.0011148,           0.0011148
                 361,            0.017478,           0.0076754,                   0,             0.99994,                   1,               0.995,             0.87223,           0.0091583,           0.0061323,                   0,             0.00109,             0.00109,             0.00109
                 362,            0.024902,            0.012317,                   0,             0.99994,                   1,               0.995,             0.87223,           0.0091583,           0.0061323,                   0,           0.0010653,           0.0010653,           0.0010653
                 363,            0.016975,           0.0078335,                   0,             0.99995,                   1,               0.995,             0.86948,           0.0096683,            0.006228,                   0,           0.0010405,           0.0010405,           0.0010405
                 364,            0.015094,           0.0081282,                   0,             0.99995,                   1,               0.995,             0.86948,           0.0096683,            0.006228,                   0,           0.0010158,           0.0010158,           0.0010158
                 365,            0.022049,            0.011484,                   0,             0.99995,                   1,               0.995,             0.86948,           0.0096683,            0.006228,                   0,            0.000991,            0.000991,            0.000991
                 366,             0.02065,           0.0097501,                   0,                   1,                   1,               0.995,              0.8746,           0.0095942,           0.0062196,                   0,          0.00096625,          0.00096625,          0.00096625
                 367,            0.019993,           0.0095194,                   0,                   1,                   1,               0.995,              0.8746,           0.0095942,           0.0062196,                   0,           0.0009415,           0.0009415,           0.0009415
                 368,            0.020237,            0.011148,                   0,             0.99998,                   1,               0.995,             0.91021,           0.0086952,           0.0061179,                   0,          0.00091675,          0.00091675,          0.00091675
                 369,            0.018552,           0.0072106,                   0,             0.99998,                   1,               0.995,             0.91021,           0.0086952,           0.0061179,                   0,            0.000892,            0.000892,            0.000892
                 370,            0.017217,           0.0095921,                   0,             0.99998,                   1,               0.995,             0.91021,           0.0086952,           0.0061179,                   0,          0.00086725,          0.00086725,          0.00086725
                 371,            0.024397,           0.0086277,                   0,             0.99997,                   1,               0.995,             0.89893,           0.0086313,           0.0061296,                   0,           0.0008425,           0.0008425,           0.0008425
                 372,            0.021239,            0.011088,                   0,             0.99997,                   1,               0.995,             0.89893,           0.0086313,           0.0061296,                   0,          0.00081775,          0.00081775,          0.00081775
                 373,            0.016831,           0.0079454,                   0,             0.99997,                   1,               0.995,             0.89893,           0.0086313,           0.0061296,                   0,            0.000793,            0.000793,            0.000793
                 374,            0.024955,           0.0081294,                   0,                   1,                   1,               0.995,             0.89363,           0.0085997,           0.0061582,                   0,          0.00076825,          0.00076825,          0.00076825
                 375,            0.019322,           0.0076632,                   0,                   1,                   1,               0.995,             0.89363,           0.0085997,           0.0061582,                   0,           0.0007435,           0.0007435,           0.0007435
                 376,             0.01695,           0.0078071,                   0,             0.99996,                   1,               0.995,              0.8833,           0.0085906,           0.0061503,                   0,          0.00071875,          0.00071875,          0.00071875
                 377,            0.018974,            0.011484,                   0,             0.99996,                   1,               0.995,              0.8833,           0.0085906,           0.0061503,                   0,            0.000694,            0.000694,            0.000694
                 378,            0.015866,           0.0083091,                   0,             0.99996,                   1,               0.995,              0.8833,           0.0085906,           0.0061503,                   0,          0.00066925,          0.00066925,          0.00066925
                 379,            0.023731,           0.0078752,                   0,             0.99994,                   1,               0.995,             0.89061,           0.0083567,           0.0060565,                   0,           0.0006445,           0.0006445,           0.0006445
                 380,            0.019697,            0.011139,                   0,             0.99994,                   1,               0.995,             0.89061,           0.0083567,           0.0060565,                   0,          0.00061975,          0.00061975,          0.00061975
                 381,            0.013933,           0.0089561,                   0,             0.99994,                   1,               0.995,             0.89061,           0.0083567,           0.0060565,                   0,            0.000595,            0.000595,            0.000595
                 382,            0.017873,           0.0094795,                   0,             0.99997,                   1,               0.995,             0.87969,           0.0082786,           0.0059896,                   0,          0.00057025,          0.00057025,          0.00057025
                 383,            0.018077,           0.0088394,                   0,             0.99997,                   1,               0.995,             0.87969,           0.0082786,           0.0059896,                   0,           0.0005455,           0.0005455,           0.0005455
                 384,            0.018505,           0.0095537,                   0,             0.99999,                   1,               0.995,             0.86709,           0.0081825,           0.0059623,                   0,          0.00052075,          0.00052075,          0.00052075
                 385,            0.014437,           0.0084196,                   0,             0.99999,                   1,               0.995,             0.86709,           0.0081825,           0.0059623,                   0,            0.000496,            0.000496,            0.000496
                 386,            0.020248,           0.0084168,                   0,             0.99999,                   1,               0.995,             0.86709,           0.0081825,           0.0059623,                   0,          0.00047125,          0.00047125,          0.00047125
                 387,             0.02333,            0.010814,                   0,             0.99996,                   1,               0.995,             0.89079,           0.0082243,           0.0059288,                   0,           0.0004465,           0.0004465,           0.0004465
                 388,            0.018805,            0.010472,                   0,             0.99996,                   1,               0.995,             0.89079,           0.0082243,           0.0059288,                   0,          0.00042175,          0.00042175,          0.00042175
                 389,            0.020065,           0.0094335,                   0,             0.99996,                   1,               0.995,             0.89079,           0.0082243,           0.0059288,                   0,            0.000397,            0.000397,            0.000397
                 390,            0.018124,           0.0086168,                   0,             0.99999,                   1,               0.995,              0.8817,           0.0081571,           0.0058727,                   0,          0.00037225,          0.00037225,          0.00037225
                 391,             0.02247,           0.0091726,                   0,             0.99999,                   1,               0.995,              0.8817,           0.0081571,           0.0058727,                   0,           0.0003475,           0.0003475,           0.0003475
                 392,            0.013438,           0.0077664,                   0,             0.99999,                   1,               0.995,             0.87669,           0.0080107,           0.0058292,                   0,          0.00032275,          0.00032275,          0.00032275
                 393,            0.020075,           0.0091447,                   0,             0.99999,                   1,               0.995,             0.87669,           0.0080107,           0.0058292,                   0,            0.000298,            0.000298,            0.000298
                 394,            0.018759,            0.012137,                   0,             0.99999,                   1,               0.995,             0.87669,           0.0080107,           0.0058292,                   0,          0.00027325,          0.00027325,          0.00027325
                 395,            0.016714,           0.0084567,                   0,             0.99999,                   1,               0.995,             0.87914,           0.0079821,           0.0057748,                   0,           0.0002485,           0.0002485,           0.0002485
                 396,            0.017192,           0.0090131,                   0,             0.99999,                   1,               0.995,             0.87914,           0.0079821,           0.0057748,                   0,          0.00022375,          0.00022375,          0.00022375
                 397,             0.02066,            0.008511,                   0,             0.99999,                   1,               0.995,             0.87914,           0.0079821,           0.0057748,                   0,            0.000199,            0.000199,            0.000199
                 398,            0.017368,           0.0091696,                   0,             0.99995,                   1,               0.995,             0.88013,            0.008016,            0.005784,                   0,          0.00017425,          0.00017425,          0.00017425
                 399,            0.019915,           0.0089254,                   0,             0.99995,                   1,               0.995,             0.88013,            0.008016,            0.005784,                   0,           0.0001495,           0.0001495,           0.0001495
